,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Unpacking the State's Reputation [article],"Brewster, Rachel (Cited 246 times)","Harvard International Law Journal, Vol. 50, Issue 2 (Summer 2009), pp. 231-270",59,na,62," International Law, Military, War and Peace, Dispute Resolution, Remedies, International Relations, Jurisprudence"
0,The Domestic Origins of International Agreements [article],"Brewster, Rachel (Cited 246 times)","Virginia Journal of International Law, Vol. 44, Issue 2 (Winter 2004), pp. 501-544",39,na,16," International Law, Constitutional Law, Treaties"
0,Rule-Based Dispute Resolution in International Trade Law [article],"Brewster, Rachel (Cited 246 times)","Virginia Law Review, Vol. 92, Issue 2 (April 2006), pp. 251-288",36,na,28," Dispute Resolution, International Trade, Organizations, International Law"
0,Stepping Stone or Stumbling Block: Incrementalism and National Climate Change Legislation [article],"Brewster, Rachel (Cited 246 times)","Yale Law & Policy Review , Vol. 28, Issue 2 (Spring 2010), pp. 245-312",29,na,13," Climate Change, Environment, Legislation, International Law"
0,The Surprising Benefits to Developing Countries of Linking International Trade and Intellectual Property [article],"Brewster, Rachel (Cited 246 times)","Chicago Journal of International Law, Vol. 12, Issue 1 (Summer 2011), pp. 1-54",23,na,45," Developing Countries, Intellectual Property, Intellectual Property Law, International Trade, Property, Industrial and Intellectual Property"
0,"The Remedy Gap: Institutional Design, Retaliation, and Trade Law Enforcement [article]","Brewster, Rachel (Cited 246 times)","George Washington Law Review, Vol. 80, Issue 1 (November 2011), pp. 102-158",16,na,28," International Trade, Law Enforcement, Remedies, Dispute Resolution, States"
0,Pricing Compliance: When Formal Remedies Displace Reputational Sanctions [article],"Brewster, Rachel (Cited 246 times)","Harvard International Law Journal, Vol. 54, Issue 2 (Summer 2013), pp. 259-314",10,na,61," Dispute Resolution, Remedies, International Law, Military, War and Peace"
0,Shadow Unilateralism: Enforcing International Trade Law at the WTO [article],"Brewster, Rachel (Cited 246 times)","University of Pennsylvania Journal of International Law, Vol. 30, Issue 4 (Summer 2009), pp. 1133-1146",10,na,17," Dispute Resolution, International Trade, Organizations, International Law"
0,Supplying Compliance: Why and When the United States Complies with WTO Rulings [article],"Brewster, Rachel (Cited 246 times); Chilton, Adam (Cited 109 times)","Yale Journal of International Law, Vol. 39, Issue 2 (Summer 2014), pp. 201-246",6,na,42," International Trade, States, World Trade Organization, Developing Countries, Obligations"
0,The Domestic and International Enforcement of the OECD anti-Bribery Convention [article],"Brewster, Rachel (Cited 246 times)","Chicago Journal of International Law, Vol. 15, Issue 1 (Summer 2014), pp. 84-109",6,na,46," Criminal Law and Procedure, International Trade, Legal Profession, Professional Ethics, Organizations"
0,The Limits of Reputation on Compliance [article],"Brewster, Rachel (Cited 246 times)","International Theory, Vol. 1, Issue 2 (July 2009), pp. 323-334",5,na,17," International Law, Military, War and Peace, Comparative Law, Dispute Resolution, Remedies"
0,Withdrawing from Custom: Choosing between Default Rules [article],"Brewster, Rachel (Cited 246 times)","Duke Journal of Comparative & International Law, Vol. 21, Issue 1 (Fall 2010), pp. 47-56",3,na,5," Legal History, Jurisprudence, International Law"
0,Enforcing the FCPA: International Resonance and Domestic Strategy [article],"Brewster, Rachel (Cited 246 times)","Virginia Law Review, Vol. 103, Issue 8 (December 2017), pp. 1611-1682",3,na,51," Bribery, Food and Drug Law, Science and Technology, Corporations, Criminal Law and Procedure"
0,Trade in Environmental Goods: A Review of the WTO Appellate Body's Ruling in US-Countervailing Measures (China) [article],"Brewster, Rachel (Cited 246 times); Brunel, Claire (Cited 1 times); Mayda, Anna Maria (Cited 1 times)","World Trade Review, Vol. 15, Issue 2 (April 2016), pp. 327-350",1,na,11," Privatization, Subsidies, Discipline, Lumber"
0,US-COOL Retaliation: The WTO's Article 22.6 Arbitration [article],"Bown, Chad P. (Cited 67 times); Brewster, Rachel (Cited 246 times)","World Trade Review, Vol. 16, Issue 2 (2017), pp. 371-394",na,na,na," Arbitration, States, Agriculture Law, Food and Drug Law, International Trade, Politics, World Trade Organization"
0,Building Multilateral Anticorruption Enforcement: Analogies between International Trade & Anti-Bribery Law [article],"Brewster, Rachel (Cited 246 times); Dryden, Christine","Virginia Journal of International Law, Vol. 57, Issue 2 (Spring 2018), pp. 221-262",na,na,38," Bribery, International Trade, Law Enforcement"
0,The Market for Global Anticorruption Enforcement [article],"Brewster, Rachel (Cited 246 times); Buell, Samuel W. (Cited 433 times)","Law and Contemporary Problems, Vol. 80, Issue 1 (2017), pp. 193-214",na,na,40," International Trade, Law Enforcement, Criminal Law and Procedure"
0,Introduction to the Proceedings of the Seminar on Corporations and International Law [article],"Brewster, Rachel (Cited 246 times); Stern, Philip J. (Cited 1 times)","Duke Journal of Comparative and International Law, Vol. 28, Issue 3 (Spring 2018), pp. 413-424",na,na,18," Dispute Resolution, Corporations, First Amendment, International Law, Jurisprudence"
0,Exit from Trade Agreements: A Reputational Analysis of Cooperation and Fairness [article],"Brewster, Rachel (Cited 246 times)","Journal of International Economic Law, Vol. 21, Issue 2 (June 2018), pp. 379-394",na,na,na," Remedies, Immigration Law, Juveniles, Antitrust"
